fold,AUC,AUPR,Accuracy,Precision,Recall,F1,MCC
0,0.615618,0.62912,0.577493,0.672489,0.303748,0.418478,0.185912
1,0.654127,0.677947,0.602172,0.672185,0.400394,0.501854,0.223794
2,0.63498,0.645091,0.583416,0.721053,0.270751,0.393678,0.212898
3,0.644727,0.651433,0.603159,0.688406,0.375494,0.485934,0.231197
4,0.629417,0.661078,0.598814,0.695312,0.351779,0.467192,0.22731
