fold,AUC,AUPR,Accuracy,Precision,Recall,F1,MCC
0,0.688828,0.687968,0.64531,0.667396,0.579533,0.620369,0.293185
1,0.700938,0.70131,0.651554,0.660622,0.623133,0.64133,0.303592
2,0.681058,0.68096,0.635487,0.658011,0.564214,0.607514,0.27377
3,0.695756,0.70133,0.648113,0.68238,0.554168,0.611627,0.301597
4,0.696225,0.69601,0.643769,0.6689,0.569373,0.615136,0.290774
