fold,AUC,AUPR,Accuracy,Precision,Recall,F1,MCC
0,0.945269,0.948417,0.873385,0.865823,0.883721,0.87468,0.74693
1,0.955139,0.955689,0.868047,0.836879,0.914729,0.874074,0.739276
2,0.943802,0.945119,0.874515,0.860697,0.894057,0.87706,0.749582
3,0.949402,0.952088,0.880983,0.884817,0.875648,0.880208,0.762004
4,0.944518,0.942674,0.865459,0.835714,0.909326,0.870968,0.733793
