fold,AUC,AUPR,Accuracy,Precision,Recall,F1,MCC
0,0.958048,0.958114,0.889437,0.865065,0.923077,0.89313,0.780621
1,0.962271,0.963047,0.894373,0.880228,0.913215,0.896418,0.789294
2,0.958365,0.960391,0.873643,0.855263,0.899209,0.876686,0.748284
3,0.961312,0.964265,0.885489,0.862454,0.916996,0.888889,0.772535
4,0.95943,0.963512,0.88834,0.863216,0.922925,0.892073,0.778545
