fold,AUC,AUPR,Accuracy,Precision,Recall,F1,MCC
0,0.580338,0.565041,0.500068,0.500068,1.0,0.666727,0.0
1,0.606577,0.584837,0.499932,0.499932,1.0,0.666606,0.0
2,0.518924,0.517331,0.5,0.0,0.0,0.0,0.0
3,0.582228,0.571152,0.5,0.0,0.0,0.0,0.0
4,0.586953,0.57892,0.5,0.5,1.0,0.666667,0.0
