fold,AUC,AUPR,Accuracy,Precision,Recall,F1,MCC
0,0.543958,0.56276,0.5,0.0,0.0,0.0,0.0
1,0.548845,0.534143,0.500647,0.500647,1.0,0.667241,0.0
2,0.551201,0.660916,0.499353,0.0,0.0,0.0,0.0
3,0.551338,0.480614,0.500647,0.0,0.0,0.0,0.0
4,0.537859,0.585011,0.499353,0.499353,1.0,0.666091,0.0
