fold,AUC,AUPR,Accuracy,Precision,Recall,F1,MCC
0,0.904599,0.901536,0.826116,0.826406,0.825733,0.826069,0.652233
1,0.907235,0.902242,0.826524,0.824912,0.828944,0.826923,0.653055
2,0.908104,0.906127,0.828808,0.818852,0.84442,0.83144,0.657937
3,0.901334,0.895103,0.8265,0.829904,0.821341,0.8256,0.653035
4,0.906704,0.900641,0.826093,0.850555,0.791203,0.819806,0.653779
