fold,AUC,AUPR,Accuracy,Precision,Recall,F1,MCC
0,0.518307,0.52088,0.499506,0.0,0.0,0.0,0.0
1,0.550812,0.668926,0.500494,0.500494,1.0,0.667105,0.0
2,0.542525,0.521006,0.500494,0.0,0.0,0.0,0.0
3,0.542525,0.620232,0.500494,0.0,0.0,0.0,0.0
4,0.562866,0.594416,0.5,0.5,1.0,0.666667,0.0
