fold,AUC,AUPR,Accuracy,Precision,Recall,F1,MCC
0,0.906164,0.902004,0.830053,0.82444,0.838762,0.831539,0.660205
1,0.909554,0.907417,0.827338,0.821724,0.836003,0.828802,0.654776
2,0.906463,0.903664,0.833831,0.834012,0.83356,0.833786,0.667662
3,0.898413,0.891646,0.821341,0.823803,0.81754,0.82066,0.642701
4,0.910418,0.905355,0.836275,0.842222,0.827586,0.83484,0.672651
