fold,AUC,AUPR,Accuracy,Precision,Recall,F1,MCC
0,0.942672,0.943504,0.877261,0.866834,0.891473,0.878981,0.754827
1,0.9629,0.964262,0.897801,0.870192,0.935401,0.901619,0.797831
2,0.936933,0.938141,0.870634,0.859649,0.886305,0.872774,0.741615
3,0.948889,0.951384,0.868047,0.853234,0.888601,0.870558,0.736738
4,0.944444,0.944573,0.873221,0.842857,0.917098,0.878412,0.749375
