fold,AUC,AUPR,Accuracy,Precision,Recall,F1,MCC
0,0.89734,0.892139,0.822994,0.828185,0.815147,0.821614,0.64607
1,0.907987,0.903926,0.828153,0.841095,0.809123,0.824799,0.656778
2,0.906437,0.903223,0.8265,0.823688,0.830844,0.827251,0.653025
3,0.904917,0.898166,0.82745,0.825594,0.830301,0.827941,0.654912
4,0.9024,0.895356,0.823785,0.814395,0.838718,0.826378,0.647859
